Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards
1986,59.0,"Monty Python's Flying Circus, Vol 2.",Comedy,"Chapman, Graham",Unknown,Unknown,79.0,No
1986,58.0,"Monty Python's Flying Circus, Vol 3.",Comedy,"Chapman, Graham",Unknown,Unknown,63.0,No
1990,120.0,Valkenvania,Comedy,"Chase, Chevy",Unknown,Unknown,82.0,No
1982,101.0,The Secret Policeman's Other Ball,Comedy,"Cleese, John",Unknown,Unknown,86.0,No
1981,127.0,The Taming of the Shrew,Drama,"Cleese, John",Unknown,Unknown,2.0,No
1964,120.0,From Russia with Love,Action,"Connery, Sean",Unknown,Unknown,6.0,No
1993,108.0,The Offence,Mystery,"Connery, Sean",Unknown,Unknown,6.0,No
1992,60.0,Hollywood Mavericks,Comedy,"Coppola, Francis Ford",Unknown,Unknown,22.0,No
1990,60.0,Live at Harrah's,Comedy,"Cosby, Bill",Unknown,Unknown,6.0,No
1992,52.0,The Persuaders Overture,Mystery,"Curtis, Tony",Unknown,Unknown,40.0,No
1977,255.0,Nineteen Hundred,Drama,"De Niro, Robert",Unknown,Unknown,82.0,No
1989,90.0,The Van,Comedy,"DeVito, Danny",Unknown,Unknown,5.0,No
1972,15.0,My Country Right or Wrong,War,"Douglas, Michael",Unknown,Unknown,21.0,No
1991,120.0,The Clint Eastwood Collection,Westerns,"Eastwood, Clint",Unknown,Unknown,11.0,No
1991,120.0,"The Complete Dirty Harry, Magnum Force",Action,"Eastwood, Clint",Unknown,Unknown,53.0,No
1992,92.0,The Dead Pool,Action,"Eastwood, Clint",Unknown,Unknown,26.0,No
1992,163.0,"The Good, the Bad & the Ugly",Westerns,"Eastwood, Clint",Unknown,Unknown,68.0,No
1959,60.0,"Rawhide, Premiere Episode",Western,"Eastwood, Clint",Unknown,Unknown,54.0,No
1992,118.0,Tightrope,Mystery,"Eastwood, Clint",Unknown,Unknown,55.0,No
1987,95.0,Hearts of Fire,Drama,"Everett, Rupert",Unknown,Unknown,25.0,No
1992,165.0,How the West Was Won,Western,"Fonda, Henry",Unknown,Unknown,45.0,No
1992,120.0,The Mummy's Hand,Mystery,"Foran, Dick",Unknown,Unknown,54.0,No
1993,88.0,Great White Death,Action,"Ford, Glenn",Unknown,Unknown,26.0,No
1986,119.0,The Mosquito Coast,Drama,"Ford, Harrison",Unknown,Unknown,54.0,No
1993,102.0,Today We Kill....Tomorrow We Die,Western,"Ford, Montgomery",Unknown,Unknown,25.0,No
1991,120.0,Tormenta Sobre Arizona,Drama,"Ford, Wallace",Unknown,Unknown,81.0,No
1989,116.0,Back to the Future II,Comedy,"Fox, Michael J.",Unknown,Unknown,65.0,No
1959,60.0,"Maverick, Duel at Sundown",Western,"Garner, James",Unknown,Unknown,26.0,No
1983,120.0,Shakespeare Series,Drama,"Gielgud, John",Unknown,Unknown,23.0,No
1973,105.0,Deadly Trackers,Western,"Harris, Richard",Unknown,Unknown,54.0,No
1992,72.0,"American Film Institute, Alfred Hitchcock",Mystery,"Hitchcock, Alfred",Unknown,Unknown,70.0,No
1990,120.0,A Married Man,Drama,"Hopkins, Anthony",Unknown,Unknown,79.0,No
1982,208.0,Othello,Drama,"Hopkins, Anthony",Unknown,Unknown,84.0,No
1975,85.0,The Only Way Home,Drama,"Hopkins, Bo",Unknown,Unknown,60.0,No
1953,120.0,Tales of Tomorrow,Horror,"Karloff, Boris",Unknown,Unknown,0.0,No
1991,128.0,Inherit the Wind,Drama,"Kelly, Gene",Unknown,Unknown,18.0,No
1990,45.0,This Is Horror,Horror,"King, Stephen",Unknown,Unknown,3.0,No
1992,112.0,Conversation Piece,Drama,"Lancaster, Burt",Unknown,Unknown,1.0,No
1992,105.0,The Crimson Pirate,Action,"Lancaster, Burt",Unknown,Unknown,60.0,No
1992,83.0,The Devil's Disciple,Mystery,"Lancaster, Burt",Unknown,Unknown,65.0,No
1992,166.0,The Hallelujah Trail,Drama,"Lancaster, Burt",Unknown,Unknown,6.0,No
1992,133.0,The Train,Action,"Lancaster, Burt",Unknown,Unknown,68.0,No
1986,49.0,Jay Leno: The American Dream,Comedy,"Leno, Jay",Unknown,Unknown,67.0,No
1990,92.0,Primal Rage,Mystery,"Lowe, Patrick",Unknown,Unknown,3.0,No
1990,50.0,The Industrial Symphony Dream of the Broken-Hearted,Music,"Lynch, David",Unknown,Unknown,49.0,No
1986,52.0,Howie Mandel's North American Watusi Tour,Comedy,"Mandel, Howie",Unknown,Unknown,65.0,No
1989,90.0,"Branford Marsalis, Steep",Music,"Marsalis, Branford",Unknown,Unknown,52.0,No
1991,98.0,L. A. Story,Comedy,"Martin, Steve",Unknown,Unknown,81.0,No
1986,60.0,Steve Martin Live!,Comedy,"Martin, Steve",Unknown,Unknown,3.0,No
1974,60.0,The Steve Martin Funnier Side of Eastern Canada,Comedy,"Martin, Steve",Unknown,Unknown,34.0,No
1993,120.0,The Runaway Barge,Action,"Matheson, Tim",Unknown,Unknown,38.0,No
1992,101.0,Romulus & the Sabines,Action,"Moore, Roger",Unknown,Unknown,76.0,No
1989,120.0,The Saint,Mystery,"Moore, Roger",Unknown,Unknown,29.0,No
1983,91.0,Strange Brew,Comedy,"Moranis, Rick",Unknown,Unknown,24.0,No
1990,98.0,Another Forty-Eight Hours,Action,"Murphy, Eddie",Unknown,Unknown,54.0,No
1989,120.0,"The Best of Eddie Murphy, Saturday Night Live",Comedy,"Murphy, Eddie",Unknown,Unknown,56.0,No
1991,99.0,What about Bob?,Comedy,"Murray, Bill",Unknown,Unknown,6.0,No
1953,91.0,The Mummy's Revenge,Horror,"Naschy, Paul",Unknown,Unknown,56.0,No
1992,121.0,Harper,Mystery,"Newman, Paul",Unknown,Unknown,86.0,No
1992,102.0,The Left Handed Gun,Western,"Newman, Paul",Unknown,Unknown,26.0,No
1989,120.0,Once upon a Wheel,Action,"Newman, Paul",Unknown,Unknown,40.0,No
1992,136.0,The Prize,Drama,"Newman, Paul",Unknown,Unknown,66.0,No
1968,120.0,The Secret War of Harry Frigg,Comedy,"Newman, Paul",Unknown,Unknown,28.0,No
1990,120.0,The Two Jakes,Mystery,"Nicholson, Jack",Unknown,Unknown,3.0,No
1989,61.0,Exile in Concert,Music,"Pennington, J. P.",Unknown,Unknown,12.0,No
1987,60.0,Joe Piscopo New Jersey Special,Comedy,"Piscopo, Joe",Unknown,Unknown,14.0,No
1991,60.0,The Joe Piscopo Video,Comedy,"Piscopo, Joe",Unknown,Unknown,44.0,No
1989,120.0,"Death Valley Days, No Gun Behind His Badge",Western,"Reagan, Ronald",Unknown,Unknown,1.0,No
1988,96.0,Salsa: The Motion Picture,Drama,"Rosa, Robby",Unknown,Unknown,26.0,No
1991,80.0,Hollywood's Greatest War Movies,War,"Scott, George C.",Unknown,Unknown,41.0,No
1991,91.0,Out for Justice,Action,"Seagal, Steven",Unknown,Unknown,2.0,No
1956,27.0,The Case of the Mukkinese Battle Horn,Comedy,"Sellers, Peter",Unknown,Unknown,45.0,No
1953,75.0,The Goon Show Movie,Comedy,"Sellers, Peter",Unknown,Unknown,80.0,No
1975,95.0,The Great McGonagall,Comedy,"Sellers, Peter",Unknown,Unknown,72.0,No
1991,101.0,I'm All Right Jack,Comedy,"Sellers, Peter",Unknown,Unknown,23.0,No
1991,101.0,The Magic Christian,Comedy,"Sellers, Peter",Unknown,Unknown,75.0,No
1960,91.0,Never Let Go,Action,"Sellers, Peter",Unknown,Unknown,5.0,No
1991,121.0,The Pink Panther,Comedy,"Sellers, Peter",Unknown,Unknown,77.0,No
1991,84.0,Two-Way Stretch,Comedy,"Sellers, Peter",Unknown,Unknown,7.0,No
1988,65.0,The Face at the Window,Horror,"Slaughter, Tod",Unknown,Unknown,79.0,No
1958,92.0,Tom Thumb,Science Fiction,"Tamblyn, Russ",Unknown,Unknown,30.0,No
1989,90.0,Beartooth,Action,"Taylor, Dub",Unknown,Unknown,70.0,No
1979,90.0,James Taylor in Concert,Music,"Taylor, James",Unknown,Unknown,38.0,No
1942,253.0,Gangbusters,Drama,"Taylor, Kent",Unknown,Unknown,31.0,No
1992,120.0,El Rublo de las Dos Caras,Action,"Taylor, Robert",Unknown,Unknown,83.0,No
1992,87.0,The Law & Jake Wade,Drama,"Taylor, Robert",Unknown,Unknown,68.0,No
1967,105.0,Chuka,Western,"Taylor, Rod",Unknown,Unknown,47.0,No
1980,93.0,Cry of the Innocent,Drama,"Taylor, Rod",Unknown,Unknown,13.0,No
1991,108.0,Edison the Man,Drama,"Tracy, Spencer",Unknown,Unknown,19.0,No
1991,101.0,Keeper of the Flame,Drama,"Tracy, Spencer",Unknown,Unknown,76.0,No
1991,92.0,The Spencer Tracy Legacy,Comedy,"Tracy, Spencer",Unknown,Unknown,44.0,No
1957,60.0,The Cheyenne Iron Trail,Western,"Walker, Clint",Unknown,Unknown,1.0,No
1992,56.0,The Dawn Rider,Western,"Wayne, John",Unknown,Unknown,44.0,No
1993,120.0,The Duke Films of John Wayne,Western,"Wayne, John",Unknown,Unknown,70.0,No
1939,55.0,Frontier Horizon,Western,"Wayne, John",Unknown,Unknown,73.0,No
1934,54.0,Hell Town,Western,"Wayne, John",Unknown,Unknown,23.0,No
1932,120.0,Hurricane Express,Western,"Wayne, John",Unknown,Unknown,7.0,No
1932,210.0,The Hurricane Express,Action,"Wayne, John",Unknown,Unknown,68.0,No
1965,165.0,In Harm's Way,War,"Wayne, John",Unknown,Unknown,66.0,No
1991,120.0,"The John Wayne Collection, Red River",War,"Wayne, John",Unknown,Unknown,49.0,No
1992,120.0,John Wayne Collector's Limited Edition,War,"Wayne, John",Unknown,Unknown,3.0,No
1991,120.0,John Wayne Four Pack,Western,"Wayne, John",Unknown,Unknown,58.0,No
1939,112.0,"John Wayne Matinee Double Feature, No. 2",Western,"Wayne, John",Unknown,Unknown,3.0,No
1939,110.0,"John Wayne Matinee Double Feature, No. 3",Western,"Wayne, John",Unknown,Unknown,24.0,No
1938,110.0,"John Wayne Matinee Double Feature, No. 4",Western,"Wayne, John",Unknown,Unknown,28.0,No
1990,120.0,John Wayne Six Pack,Western,"Wayne, John",Unknown,Unknown,87.0,No
1991,120.0,"John Wayne Western Greats, Rio Bravo",Western,"Wayne, John",Unknown,Unknown,22.0,No
1991,56.0,King of the Pecos,Western,"Wayne, John",Unknown,Unknown,78.0,No
1992,59.0,Lawless Frontier,Western,"Wayne, John",Unknown,Unknown,8.0,No
1991,52.0,The Lawless Frontier,Western,"Wayne, John",Unknown,Unknown,35.0,No
1991,56.0,The Lawless Nineties,Western,"Wayne, John",Unknown,Unknown,3.0,No
1934,54.0,Lucky Texan,Western,"Wayne, John",Unknown,Unknown,48.0,No
1992,112.0,McQ,Action,"Wayne, John",Unknown,Unknown,5.0,No
1993,120.0,Neath Arizona Skies,Western,"Wayne, John",Unknown,Unknown,73.0,No
1991,54.0,Neath the Arizona Skies,Western,"Wayne, John",Unknown,Unknown,28.0,No
1991,53.0,Randy Rides Alone,Western,"Wayne, John",Unknown,Unknown,75.0,No
1993,58.0,Range Feud,Western,"Wayne, John",Unknown,Unknown,77.0,No
1992,134.0,Red River,Western,"Wayne, John",Unknown,Unknown,16.0,No
1991,52.0,Riders of Destiny,Western,"Wayne, John",Unknown,Unknown,30.0,No
1990,120.0,Sagebrush Trail,Western,"Wayne, John",Unknown,Unknown,23.0,No
1932,226.0,The Shadow of the Eagle,Action,"Wayne, John",Unknown,Unknown,19.0,No
1989,103.0,Blood & Guns,Action,"Welles, Orson",Unknown,Unknown,43.0,No
1988,78.0,Hot Money,Drama,"Welles, Orson",Unknown,Unknown,19.0,No
1977,75.0,Comedy Tonight,Comedy,"Williams, Robin",Unknown,Unknown,18.0,No
1991,65.0,Robin Williams,Comedy,"Williams, Robin",Unknown,Unknown,4.0,No
